Answer,Question,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6
20191023_140943_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141002_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141019_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141036_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141053_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141110_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141127_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141144_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141201_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141218_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141235_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141252_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141309_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141328_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141345_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141402_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141419_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141436_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141453_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141510_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141527_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141544_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141601_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141618_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141637_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141654_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141711_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141728_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141745_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141802_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141819_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141836_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141853_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141910_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141927_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_141944_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_142003_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_142020_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_142037_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_142054_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
20191023_142111_000,LSC23-KIS08,There was a man in the front row with a yellow hat on.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. ,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also.,There was a man in the front row with a yellow hat on. I was on a stage in a room with a lot of people  watching. I was on some sort of panel and writing notes on paper. I  remember the man had a blue sweater/top on also. It was in France at ACM MM2019.
